Level1,Level2,Level3,Level4,Citations,Papers,Paper_ID,Top_Words1,Top_Topic1,KCluster
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Combining Features for BCI,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class,1,1,2320,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Combining Features for BCI,Optimizing spatio-temporal filters for improving Brain-Computer Interfacing,1,1,2320,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Combining Features for BCI,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,1,1,2320,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
2002-2005,"features, means, feature, data, model, model, words, image, lda, models, data, log, function, target, design",Combining Features for BCI,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class,1,1,2320,"features', u'means', u'feature', u'data', u'model', u'model', u'words', u'image', u'lda', u'models', u'data', u'log', u'function', u'target', u'design']","[1, 4, 8]",1
2002-2005,"features, means, feature, data, model, model, words, image, lda, models, data, log, function, target, design",Combining Features for BCI,Optimizing spatio-temporal filters for improving Brain-Computer Interfacing,1,1,2320,"features', u'means', u'feature', u'data', u'model', u'model', u'words', u'image', u'lda', u'models', u'data', u'log', u'function', u'target', u'design']","[1, 4, 8]",1
2002-2005,"features, means, feature, data, model, model, words, image, lda, models, data, log, function, target, design",Combining Features for BCI,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,1,1,2320,"features', u'means', u'feature', u'data', u'model', u'model', u'words', u'image', u'lda', u'models', u'data', u'log', u'function', u'target', u'design']","[1, 4, 8]",1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Non-rigid point set registration: Coherent Point Drift,Functional Geometry Alignment and Localization of Brain Areas,1,1,2962,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Practical Bayesian Optimization of Machine Learning Algorithms,Preconditioned Spectral Descent for Deep Learning,1,1,4522,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Practical Bayesian Optimization of Machine Learning Algorithms,Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions,1,1,4522,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Practical Bayesian Optimization of Machine Learning Algorithms,Regularization Path of Cross-Validation Error Lower Bounds,1,1,4522,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Practical Bayesian Optimization of Machine Learning Algorithms,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations,1,1,4522,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
1990-1993,"network, learning, time, unit, output, pattern, information, units, temporal, patterns",Bayesian Self-Organization,JPMAX: Learning to Recognize Moving Objects as a Model-fitting Problem,1,1,809,"network', u'learning', u'time', u'unit', u'output', u'pattern', u'information', u'units', u'temporal', u'patterns']",[8],1
1993-1996,"gaussian, neural, function, system, hme, data, linear, vqpca, pca, reduction",Bayesian Self-Organization,JPMAX: Learning to Recognize Moving Objects as a Model-fitting Problem,1,1,809,"gaussian', u'neural', u'function', u'system', u'hme', u'data', u'linear', u'vqpca', u'pca', u'reduction']","[0, 1]",1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Discriminative Fields for Modeling Spatial Dependencies in Natural Images,A Primal-Dual Message-Passing Algorithm for Approximated Large Scale Structured Prediction,1,1,2352,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Dynamic Bayesian Networks with Deterministic Latent Tables,Learning in Spiking Neural Assemblies,1,1,2343,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
2002-2005,"features, means, feature, data, model, model, words, image, lda, models, data, log, function, target, design",Dynamic Bayesian Networks with Deterministic Latent Tables,Learning in Spiking Neural Assemblies,1,1,2343,"features', u'means', u'feature', u'data', u'model', u'model', u'words', u'image', u'lda', u'models', u'data', u'log', u'function', u'target', u'design']","[1, 4, 8]",1
2005-2008,"terms, approximation, gaussian, corrections, correction, model, data, models, unity, posterior",Spectral Clustering with Perturbed Data,Noise Thresholds for Spectral Clustering,1,1,3480,"terms', u'approximation', u'gaussian', u'corrections', u'correction', u'model', u'data', u'models', u'unity', u'posterior']","[3, 4]",3
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Spectral Clustering with Perturbed Data,Noise Thresholds for Spectral Clustering,1,1,3480,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data","Uncertainty, phase and oscillatory hippocampal recall",Hippocampal Contributions to Control: The Third Way,1,1,3102,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data","Uncertainty, phase and oscillatory hippocampal recall",Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories,1,1,3102,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data","Uncertainty, phase and oscillatory hippocampal recall",Correlations strike back (again): the case of associative memory retrieval,1,1,3102,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2005-2008,"jigsaw, image, model, learning, images, data, layer, set, hidden, state",Policy Search for Motor Primitives in Robotics,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,1,1,3545,"jigsaw', u'image', u'model', u'learning', u'images', u'data', u'layer', u'set', u'hidden', u'state']",[1],6
2005-2008,"jigsaw, image, model, learning, images, data, layer, set, hidden, state",Policy Search for Motor Primitives in Robotics,Probabilistic Movement Primitives,1,1,3545,"jigsaw', u'image', u'model', u'learning', u'images', u'data', u'layer', u'set', u'hidden', u'state']",[1],6
2005-2008,"jigsaw, image, model, learning, images, data, layer, set, hidden, state",Policy Search for Motor Primitives in Robotics,Model-Based Relative Entropy Stochastic Search,1,1,3545,"jigsaw', u'image', u'model', u'learning', u'images', u'data', u'layer', u'set', u'hidden', u'state']",[1],6
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Policy Search for Motor Primitives in Robotics,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,1,1,3545,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Policy Search for Motor Primitives in Robotics,Probabilistic Movement Primitives,1,1,3545,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Policy Search for Motor Primitives in Robotics,Model-Based Relative Entropy Stochastic Search,1,1,3545,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2005-2008,"jigsaw, image, model, learning, images, data, layer, set, hidden, state",Greedy Layer-Wise Training of Deep Networks,Natural Image Denoising with Convolutional Networks,1,1,3048,"jigsaw', u'image', u'model', u'learning', u'images', u'data', u'layer', u'set', u'hidden', u'state']",[1],6
2005-2008,"jigsaw, image, model, learning, images, data, layer, set, hidden, state",Greedy Layer-Wise Training of Deep Networks,Deep Spatio-Temporal Architectures and Learning for Protein Structure Prediction,1,1,3048,"jigsaw', u'image', u'model', u'learning', u'images', u'data', u'layer', u'set', u'hidden', u'state']",[1],6
2005-2008,"objects, relations, concept, set, algorithm, sense, images, image, model, words",Structured ranking learning using cumulative distribution networks,Exponential Family Graph Matching and Ranking,1,1,3502,"objects', u'relations', u'concept', u'set', u'algorithm', u'sense', u'images', u'image', u'model', u'words']","[0, 9]",5
2008-2011,"image, images, object, visual, concept, content, objects, class, set, face",Structured ranking learning using cumulative distribution networks,Exponential Family Graph Matching and Ranking,1,1,3502,"image', u'images', u'object', u'visual', u'concept', u'content', u'objects', u'class', u'set', u'face']",[7],5
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Searching for objects driven by context,Learning Generative Models with Visual Attention,1,1,4717,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",High-Dimensional Graphical Model Selection Using ,Learning Networks of Stochastic Differential Equations,1,1,3138,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",A Neural Autoregressive Topic Model,An Autoencoder Approach to Learning Bilingual Word Representations,1,1,4613,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Deep Neural Networks for Object Detection,Deep Joint Task Learning for Generic Object Extraction,1,1,5207,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Maximum Margin Clustering,Q-Clustering,1,1,2602,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Maximum Margin Clustering,Which Space Partitioning Tree to Use for Search?,1,1,2602,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Double Q-learning,Speedy Q-Learning,1,1,3964,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Double Q-learning,Learning values across many orders of magnitude,1,1,3964,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Consistency of weighted majority votes,"Data Programming: Creating Large Training Sets, Quickly",1,1,5253,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Consistency of weighted majority votes,"Data Programming: Creating Large Training Sets, Quickly",1,1,5253,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2011-2014,"data, exp, riemannian, analysis, geodesic, manifold, principal, manifolds, model, map",A Geometric take on Metric Learning,Similarity Component Analysis,1,1,4539,"data', u'exp', u'riemannian', u'analysis', u'geodesic', u'manifold', u'principal', u'manifolds', u'model', u'map']",[5],0
2014-2017,"sampling, sgd, linear, dependence, sup, k22, convergence, convex, weighted, weights",Learning feed-forward one-shot learners,Combining Low-Density Separators with CNNs,1,1,6068,"sampling', u'sgd', u'linear', u'dependence', u'sup', u'k22', u'convergence', u'convex', u'weighted', u'weights']",[3],2
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Exploiting easy data in online optimization,The Pareto Regret Frontier for Bandits,1,1,5436,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Exploiting easy data in online optimization,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,1,1,5436,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Exploiting easy data in online optimization,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,1,1,5436,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Exploiting easy data in online optimization,The Pareto Regret Frontier for Bandits,1,1,5436,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Exploiting easy data in online optimization,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,1,1,5436,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Exploiting easy data in online optimization,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,1,1,5436,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Active Learning for Anomaly and Rare-Category Detection,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Query by Committee Made Real,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Coarse sample complexity bounds for active learning,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Noisy Generalized Binary Search,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Multi-View Active Learning in the Non-Realizable Case,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Near-Optimal Bayesian Active Learning with Noisy Observations,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Extensions of Generalized Binary Search to Group Identification and Exponential Costs,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Adaptive Submodular Maximization in Bandit Setting,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Auditing: Active Learning with Outcome-Dependent Query Costs,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Beyond Disagreement-Based Agnostic Active Learning,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Budgeted stream-based active learning via adaptive submodular maximization,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2002-2005,"features, means, feature, data, model, number, error, using, learning, two",Analysis of a greedy active learning strategy,Active Nearest-Neighbor Learning in Metric Spaces,1,1,2636,"features', u'means', u'feature', u'data', u'model', u'number', u'error', u'using', u'learning', u'two']",[1],1
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Structured sparse coding via lateral inhibition,Learning the Dependency Structure of Latent Factors,1,1,4271,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Structured sparse coding via lateral inhibition,Extracting regions of interest from biological images with convolutional sparse block coding,1,1,4271,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,"decision, model, effects, rankings, models, feature, decisions, utility, preference, participants",Structured sparse coding via lateral inhibition,Learning the Dependency Structure of Latent Factors,1,1,4271,"decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
2011-2014,"decision, model, effects, rankings, models, feature, decisions, utility, preference, participants",Structured sparse coding via lateral inhibition,Extracting regions of interest from biological images with convolutional sparse block coding,1,1,4271,"decision', u'model', u'effects', u'rankings', u'models', u'feature', u'decisions', u'utility', u'preference', u'participants']",[6],3
1999-2002,"support, one, data, training, kernel, vector, svm, set, error, model",Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,1,1,2234,"support', u'one', u'data', u'training', u'kernel', u'vector', u'svm', u'set', u'error', u'model']",[5],1
2002-2005,"features, means, feature, data, model, model, words, image, lda, models, data, log, function, target, design",Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,1,1,2234,"features', u'means', u'feature', u'data', u'model', u'model', u'words', u'image', u'lda', u'models', u'data', u'log', u'function', u'target', u'design']","[1, 4, 8]",1
2014-2017,"tensor, convergence, algorithm, convex, iteration, optimization, proximal, analysis, gradient, algorithms",A Universal Catalyst for First-Order Optimization,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,1,1,5928,"tensor', u'convergence', u'algorithm', u'convex', u'iteration', u'optimization', u'proximal', u'analysis', u'gradient', u'algorithms']",[8],0
2002-2005,"causal, model, learning, power, theory, cause, non, contingent, potential, curves",Approximate Policy Iteration with a Policy Language Bias,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris,1,1,2456,"causal', u'model', u'learning', u'power', u'theory', u'cause', u'non', u'contingent', u'potential', u'curves']",[9],7
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Optimizing Instructional Policies,Optimal Teaching for Limited-Capacity Human Learners,1,1,4887,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2005-2008,"terms, approximation, gaussian, corrections, correction, model, data, models, unity, posterior",Phase transitions for high-dimensional joint support recovery,Group Sparse Coding,1,1,3392,"terms', u'approximation', u'gaussian', u'corrections', u'correction', u'model', u'data', u'models', u'unity', u'posterior']","[3, 4]",3
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Phase transitions for high-dimensional joint support recovery,Group Sparse Coding,1,1,3392,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Learning word embeddings efficiently with noise-contrastive estimation,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,1,1,5165,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Learning word embeddings efficiently with noise-contrastive estimation,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,1,1,5165,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Learning word embeddings efficiently with noise-contrastive estimation,Exponential Family Embeddings,1,1,5165,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2005-2008,"graph, model, target, information, one, different, visual, two, figure, data",Learning to Rank with Nonsmooth Cost Functions,Polynomial Semantic Indexing,1,1,2971,"graph', u'model', u'target', u'information', u'one', u'different', u'visual', u'two', u'figure', u'data']",[1],1
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Delay Compensation with Dynamical Synapses,Spike Frequency Adaptation Implements Anticipative Tracking in Continuous Attractor Neural Networks,1,1,4776,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2005-2008,"terms, approximation, gaussian, corrections, correction, model, data, models, unity, posterior",Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,1,1,3548,"terms', u'approximation', u'gaussian', u'corrections', u'correction', u'model', u'data', u'models', u'unity', u'posterior']","[3, 4]",3
2008-2011,"data, model, algorithm, log, problem, clustering, approximation, matrix, set, bound",Nonlinear causal discovery with additive noise models,Causal discovery in multiple models from different experiments,1,1,3548,"data', u'model', u'algorithm', u'log', u'problem', u'clustering', u'approximation', u'matrix', u'set', u'bound']",[9],3
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Policy gradients in linearly-solvable MDPs,Variational Policy Search via Trajectory Optimization,1,1,4013,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2011-2014,"matrix, linear, algorithm, sampling, sgd, factorization, hott, rows, nonnegative, convex",Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions,Sparse Space-Time Deconvolution for Calcium Image Analysis,1,1,4996,"matrix', u'linear', u'algorithm', u'sampling', u'sgd', u'factorization', u'hott', u'rows', u'nonnegative', u'convex']",[6],2
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",The Infinite Gaussian Mixture Model,Occam's Razor,1,1,1745,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",The Infinite Gaussian Mixture Model,Infinite Mixtures of Gaussian Process Experts,1,1,1745,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",The Infinite Gaussian Mixture Model,Copula Processes,1,1,1745,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",The Infinite Gaussian Mixture Model,Construction of Dependent Dirichlet Processes based on Poisson Processes,1,1,1745,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",The Infinite Gaussian Mixture Model,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,1,1,1745,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1996-1999,"data, model, algorithm, learning, matrix, space, function, risk, gaussian, binary",The Infinite Gaussian Mixture Model,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,1,1,1745,"data', u'model', u'algorithm', u'learning', u'matrix', u'space', u'function', u'risk', u'gaussian', u'binary']",[0],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",The Infinite Gaussian Mixture Model,Occam's Razor,1,1,1745,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",The Infinite Gaussian Mixture Model,Infinite Mixtures of Gaussian Process Experts,1,1,1745,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",The Infinite Gaussian Mixture Model,Copula Processes,1,1,1745,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",The Infinite Gaussian Mixture Model,Construction of Dependent Dirichlet Processes based on Poisson Processes,1,1,1745,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",The Infinite Gaussian Mixture Model,Coupling Nonparametric Mixtures via Latent Dirichlet Processes,1,1,1745,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
1999-2002,"classifier, problem, set, training, algorithm, rate, kernel, one, svm, learning",The Infinite Gaussian Mixture Model,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,1,1,1745,"classifier', u'problem', u'set', u'training', u'algorithm', u'rate', u'kernel', u'one', u'svm', u'learning']",[1],4
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Large-scale L-BFGS using MapReduce,Fast Classification Rates for High-dimensional Gaussian Generative Models,1,1,5333,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2011-2014,"network, training, layer, learning, networks, image, neural, layers, object, using",Large-scale L-BFGS using MapReduce,A Multi-Batch L-BFGS Method for Machine Learning,1,1,5333,"network', u'training', u'layer', u'learning', u'networks', u'image', u'neural', u'layers', u'object', u'using']",[9],8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Large-scale L-BFGS using MapReduce,Fast Classification Rates for High-dimensional Gaussian Generative Models,1,1,5333,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2014-2017,"neural, fingerprints, bfgs, algorithm, lstm, learning, convex, selection, algorithm, strategy",Large-scale L-BFGS using MapReduce,A Multi-Batch L-BFGS Method for Machine Learning,1,1,5333,"neural', u'fingerprints', u'bfgs', u'algorithm', u'lstm', u'learning', u'convex', u'selection', u'algorithm', u'strategy']","[0, 2]",8
2002-2005,"data, learning, local, system, bound, margin, coordinates, using, global, given",Learning in Silicon: Timing is Everything,An in-silico Neural Model of Dynamic Routing through Neuronal Coherence,1,1,2859,"data', u'learning', u'local', u'system', u'bound', u'margin', u'coordinates', u'using', u'global', u'given']",[2],4
2005-2008,"response, model, document, topic, slda, topics, variational, lda, log, distribution",Learning in Silicon: Timing is Everything,An in-silico Neural Model of Dynamic Routing through Neuronal Coherence,1,1,2859,"response', u'model', u'document', u'topic', u'slda', u'topics', u'variational', u'lda', u'log', u'distribution']",[1],4
2008-2011,"algorithm, data, function, learning, regularization, privacy, batch, set, experiments, performance",Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,1,1,4306,"algorithm', u'data', u'function', u'learning', u'regularization', u'privacy', u'batch', u'set', u'experiments', u'performance']",[1],6
2011-2014,"points, set, point, nearest, neighbor, learning, convergence, dimension, distribution, theorem",Similarity-based Learning via Data Driven Embeddings,Supervised Learning with Similarity Functions,1,1,4306,"points', u'set', u'point', u'nearest', u'neighbor', u'learning', u'convergence', u'dimension', u'distribution', u'theorem']",[0],6
