Level1,Level2,Level3,Level4,Total,Paper_ID,Top_Words1,Top_Topic1
2008-2011,13,Privacy-preserving logistic regression,Differentially Private M-Estimators,0.082,3486,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,Privacy-preserving logistic regression,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings,0.153,3486,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,Privacy-preserving logistic regression,A Safe Screening Rule for Sparse Logistic Regression,0.849,3486,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,Privacy-preserving logistic regression,Extremal Mechanisms for Local Differential Privacy,0.061,3486,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,Privacy-preserving logistic regression,Nearly Optimal Private LASSO,0.054,3486,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,1,Structured output regression for detection with partial truncation,A Discriminative Latent Model of Image Region and Object Tag Correspondence,0,3715,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,1,Structured output regression for detection with partial truncation,Simultaneous Object Detection and Ranking with Weak Supervision,0.38,3715,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,1,Structured output regression for detection with partial truncation,Beyond Actions: Discriminative Models for Contextual Group Activities,0.893,3715,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,1,Structured output regression for detection with partial truncation,Max-Margin Structured Output Regression for Spatio-Temporal Action Localization,0.083,3715,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2005-2008,2,Balanced Graph Matching,An Integer Projected Fixed Point Method for Graph Matching and MAP Inference,54.561,2960,"model, data, learning, models, figure, two, image, distribution, images, one",4
2002-2005,3,Message Errors in Belief Propagation,Walk-Sum Interpretation and Analysis of Gaussian Belief Propagation,0.052,2679,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,4,A Machine Learning Approach to Conjoint Analysis,Global Analytic Solution for Variational Bayesian Matrix Factorization,0.105,2725,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2014-2017,5,Learning structured densities via infinite dimensional exponential families,Learning Additive Exponential Family Graphical Models via ,83.099,6006,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2014-2017,5,Learning structured densities via infinite dimensional exponential families,Statistical Inference for Pairwise Graphical Models Using Score Matching,2.075,6006,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2002-2005,6,Nonparametric inference of prior probabilities from Bayes-optimal behavior,Optimal models of sound localization by barn owls,0.059,2900,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2005-2008,7,Nonparametric inference of prior probabilities from Bayes-optimal behavior,Optimal models of sound localization by barn owls,0.146,2900,"model, data, learning, models, figure, two, image, distribution, images, one",4
1996-1999,8,Actor-Critic Algorithms,Variance Reduction Techniques for Gradient Estimates in Reinforcement Learning,0.146,1786,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,8,Actor-Critic Algorithms,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,61.661,1786,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1996-1999,8,Actor-Critic Algorithms,Actor-Critic Algorithms for Risk-Sensitive MDPs,0.175,1786,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1999-2002,9,Actor-Critic Algorithms,Variance Reduction Techniques for Gradient Estimates in Reinforcement Learning,25.456,1786,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,9,Actor-Critic Algorithms,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,29.19,1786,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,9,Actor-Critic Algorithms,Actor-Critic Algorithms for Risk-Sensitive MDPs,2.629,1786,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,10,Unsupervised Learning of Human Motion Models,An Improved Scheme for Detection and Labelling in Johansson Displays,676.467,2106,"data, set, one, training, model, problem, function, figure, two, linear",5
2008-2011,11,Structured Determinantal Point Processes,Near-Optimal MAP Inference for Determinantal Point Processes,4.317,3969,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,11,Structured Determinantal Point Processes,Expectation-Maximization for Learning Determinantal Point Processes,2.495,3969,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2005-2008,12,Learning Visual Attributes,Structural epitome: a way to summarize one?s visual experience,3.026,3217,"model, data, learning, models, figure, two, image, distribution, images, one",4
2011-2014,13,A Kernel Test for Three-Variable Interactions,Cross-Domain Matching for Bag-of-Words Data via Kernel Embeddings of Latent Distributions,143.547,4893,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,Iterative ranking from pair-wise comparisons,Generalized Method-of-Moments for Rank Aggregation,0.16,4701,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,Iterative ranking from pair-wise comparisons,Learning Mixed Multinomial Logit Model from Ordinal Data,3.339,4701,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,Iterative ranking from pair-wise comparisons,Fast Bidirectional Probability Estimation in Markov Models,0.196,4701,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,Iterative ranking from pair-wise comparisons,Collaboratively Learning Preferences from Ordinal Data,6.953,4701,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,Iterative ranking from pair-wise comparisons,Copeland Dueling Bandits,3.649,4701,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,1,Trace Lasso: a trace norm regularization for correlated designs,Selecting Diverse Features via Spectral Regularization,0.59,4277,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,1,Trace Lasso: a trace norm regularization for correlated designs,Local Linear Convergence of Forward--Backward under Partial Smoothness,20.844,4277,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,2,Trace Lasso: a trace norm regularization for correlated designs,Selecting Diverse Features via Spectral Regularization,6.95,4277,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,2,Trace Lasso: a trace norm regularization for correlated designs,Local Linear Convergence of Forward--Backward under Partial Smoothness,21.257,4277,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,3,On fast approximate submodular minimization,Reflection methods for user-friendly submodular optimization,3.933,4348,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,3,On fast approximate submodular minimization,Provable Submodular Minimization using Wolfe's Algorithm,0.322,4348,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,3,On fast approximate submodular minimization,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,14.103,4348,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,4,On fast approximate submodular minimization,Reflection methods for user-friendly submodular optimization,2.395,4348,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,4,On fast approximate submodular minimization,Provable Submodular Minimization using Wolfe's Algorithm,228.9,4348,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,4,On fast approximate submodular minimization,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,5.4,4348,"training, learning, network, networks, neural, using, set, data, model, layer",4
1999-2002,5,Cluster Kernels for Semi-Supervised Learning,Hyperparameter Learning for Graph Based Semi-supervised Learning Algorithms,0,2257,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,5,Cluster Kernels for Semi-Supervised Learning,Semi-supervised Eigenvectors for Locally-biased Learning,194.019,2257,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,6,Cluster Kernels for Semi-Supervised Learning,Hyperparameter Learning for Graph Based Semi-supervised Learning Algorithms,4.082,2257,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2002-2005,6,Cluster Kernels for Semi-Supervised Learning,Semi-supervised Eigenvectors for Locally-biased Learning,8.985,2257,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2008-2011,7,Fractionally Predictive Spiking Neurons,Efficient Spike-Coding with Multiplicative Adaptation in a Spike Response Model,0.215,3983,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
1993-1996,8,Learning Many Related Tasks at the Same Time with Backpropagation,Learning Model Bias,4.4,959,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
2005-2008,9,Inferring rankings under constrained sensing,Riffled Independence for Ranked Data,0.424,3544,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,9,Inferring rankings under constrained sensing,A Data-Driven Approach to Modeling Choice,56.194,3544,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,9,Inferring rankings under constrained sensing,Minimax-optimal Inference from Partial Rankings,54.735,3544,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,10,Inferring rankings under constrained sensing,Riffled Independence for Ranked Data,5.87,3544,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,10,Inferring rankings under constrained sensing,A Data-Driven Approach to Modeling Choice,10.513,3544,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,10,Inferring rankings under constrained sensing,Minimax-optimal Inference from Partial Rankings,20.811,3544,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,11,The Noisy Power Method: A Meta Algorithm with Applications,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing,0.225,5326,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,12,The Noisy Power Method: A Meta Algorithm with Applications,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing,0.134,5326,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2008-2011,13,The Fast Convergence of Boosting,Sparse Random Feature Algorithm as Coordinate Descent in Hilbert Space,1.126,4343,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,0,The Fast Convergence of Boosting,Sparse Random Feature Algorithm as Coordinate Descent in Hilbert Space,5.8,4343,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,1,Sampling from Probabilistic Submodular Models,Variational Inference in Mixed Probabilistic Submodular Models,0.672,5744,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
1999-2002,2,Learning Segmentation by Random Walks,Self-Tuning Spectral Clustering,3.552,1830,"data, set, one, training, model, problem, function, figure, two, linear",5
2008-2011,3,Monte-Carlo Planning in Large POMDPs,Variance Reduction in Monte-Carlo Tree Search,273.401,4031,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,3,Monte-Carlo Planning in Large POMDPs,Adaptive Stochastic Optimization: From Sets to Paths,3.761,4031,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
1996-1999,4,Perceptual Organization Based on Temporal Dynamics,Logic and MRF Circuitry for Labeling Occluding and Thinline Visual Contours,264.336,1730,"data, model, gaussian, networks, learning, distribution, function, models, variables, neural",2
1999-2002,5,Perceptual Organization Based on Temporal Dynamics,Logic and MRF Circuitry for Labeling Occluding and Thinline Visual Contours,2.195,1730,"data, set, one, training, model, problem, function, figure, two, linear",5
2005-2008,6,The Recurrent Temporal Restricted Boltzmann Machine,Sequence learning with hidden units in spiking neural networks,281.418,3567,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,7,The Recurrent Temporal Restricted Boltzmann Machine,Sequence learning with hidden units in spiking neural networks,0.399,3567,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
1999-2002,8,Spectral Relaxation for K-means Clustering,Size Regularized Cut for Data Clustering,75.119,1992,"data, set, one, training, model, problem, function, figure, two, linear",5
2008-2011,9,Inferring spike-timing-dependent plasticity from spike train data,A framework for studying synaptic plasticity with neural spike train data,0.61,4468,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,10,Inferring spike-timing-dependent plasticity from spike train data,A framework for studying synaptic plasticity with neural spike train data,0.767,4468,"training, learning, network, networks, neural, using, set, data, model, layer",4
2005-2008,11,Influence of graph construction on graph-based clustering measures,Transfer Learning in a Transductive Setting,28.2,3496,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,12,Influence of graph construction on graph-based clustering measures,Transfer Learning in a Transductive Setting,72.6,3496,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,k-NN Regression Adapts to Local Intrinsic Dimension,Gradient Weights help Nonparametric Regressors,144.1,4455,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,k-NN Regression Adapts to Local Intrinsic Dimension,Regression-tree Tuning in a Streaming Setting,0,4455,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,13,k-NN Regression Adapts to Local Intrinsic Dimension,Adaptivity to Local Smoothness and Dimension in Kernel Regression,1.4,4455,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,0,k-NN Regression Adapts to Local Intrinsic Dimension,Gradient Weights help Nonparametric Regressors,6.2,4455,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,k-NN Regression Adapts to Local Intrinsic Dimension,Regression-tree Tuning in a Streaming Setting,0,4455,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,0,k-NN Regression Adapts to Local Intrinsic Dimension,Adaptivity to Local Smoothness and Dimension in Kernel Regression,0.6,4455,"training, learning, network, networks, neural, using, set, data, model, layer",4
1987-1990,1,Meiosis Networks,The Tempo 2 Algorithm: Adjusting Time-Delays By Supervised Learning,3.2,227,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
1987-1990,1,Meiosis Networks,Constructive Learning Using Internal Representation Conflicts,0,227,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
2008-2011,2,On U-processes and clustering performance,Extending Gossip Algorithms to Distributed Estimation of U-statistics,0.115,4202,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,2,On U-processes and clustering performance,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,0.455,4202,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,3,On U-processes and clustering performance,Extending Gossip Algorithms to Distributed Estimation of U-statistics,0.373,4202,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,3,On U-processes and clustering performance,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,0.132,4202,"training, learning, network, networks, neural, using, set, data, model, layer",4
2008-2011,4,Optimal learning rates for least squares SVMs using Gaussian kernels,A Stochastic Gradient Method with an Exponential Convergence _Rate for Finite Training Sets,0.051,4216,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,5,Optimal learning rates for least squares SVMs using Gaussian kernels,A Stochastic Gradient Method with an Exponential Convergence _Rate for Finite Training Sets,0.947,4216,"training, learning, network, networks, neural, using, set, data, model, layer",4
1987-1990,6,How Neural Nets Work,Implications of Recursive Distributed Representations,2.496,59,"neuron, neurons, synapse, analog, digital, chip, time, computer, synapses, input",8
1990-1993,7,The Power of Amnesia,The Infinite Markov Model,0,723,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1993-1996,8,The Power of Amnesia,The Infinite Markov Model,0,723,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
1999-2002,9,Combining Features for BCI,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class,0,2320,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,9,Combining Features for BCI,Optimizing spatio-temporal filters for improving Brain-Computer Interfacing,0,2320,"data, set, one, training, model, problem, function, figure, two, linear",5
1999-2002,9,Combining Features for BCI,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,0.15,2320,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,10,Combining Features for BCI,Increase Information Transfer Rates in BCI by CSP Extension to Multi-class,0.15,2320,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2002-2005,10,Combining Features for BCI,Optimizing spatio-temporal filters for improving Brain-Computer Interfacing,0.265,2320,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2002-2005,10,Combining Features for BCI,Reducing Calibration Time For Brain-Computer Interfaces: A Clustering Approach,0.569,2320,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2005-2008,11,Non-rigid point set registration: Coherent Point Drift,Functional Geometry Alignment and Localization of Brain Areas,0.144,2962,"model, data, learning, models, figure, two, image, distribution, images, one",4
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Preconditioned Spectral Descent for Deep Learning,0.194,4522,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Parallel Predictive Entropy Search for Batch Global Optimization of Expensive Objective Functions,0.201,4522,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Regularization Path of Cross-Validation Error Lower Bounds,0.712,4522,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,12,Practical Bayesian Optimization of Machine Learning Algorithms,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations,30.314,4522,"training, learning, network, networks, neural, using, set, data, model, layer",4
1990-1993,13,Bayesian Self-Organization,JPMAX: Learning to Recognize Moving Objects as a Model-fitting Problem,0.167,809,"network, architecture, networks, learning, expert, output, task, units, unit, input",5
1993-1996,0,Bayesian Self-Organization,JPMAX: Learning to Recognize Moving Objects as a Model-fitting Problem,0.138,809,"data, decision, function, tree, algorithm, neural, learning, value, set, figure",9
2002-2005,1,Discriminative Fields for Modeling Spatial Dependencies in Natural Images,A Primal-Dual Message-Passing Algorithm for Approximated Large Scale Structured Prediction,0.051,2352,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
1999-2002,2,Dynamic Bayesian Networks with Deterministic Latent Tables,Learning in Spiking Neural Assemblies,0,2343,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,3,Dynamic Bayesian Networks with Deterministic Latent Tables,Learning in Spiking Neural Assemblies,0,2343,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2005-2008,4,Spectral Clustering with Perturbed Data,Noise Thresholds for Spectral Clustering,0.175,3480,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,5,Spectral Clustering with Perturbed Data,Noise Thresholds for Spectral Clustering,0.056,3480,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2005-2008,6,"Uncertainty, phase and oscillatory hippocampal recall",Hippocampal Contributions to Control: The Third Way,0.189,3102,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,6,"Uncertainty, phase and oscillatory hippocampal recall",Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories,0.2,3102,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,6,"Uncertainty, phase and oscillatory hippocampal recall",Correlations strike back (again): the case of associative memory retrieval,9.727,3102,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,7,Policy Search for Motor Primitives in Robotics,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,0.282,3545,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,7,Policy Search for Motor Primitives in Robotics,Probabilistic Movement Primitives,10.97,3545,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,7,Policy Search for Motor Primitives in Robotics,Model-Based Relative Entropy Stochastic Search,2.912,3545,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,8,Policy Search for Motor Primitives in Robotics,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes,0.059,3545,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,8,Policy Search for Motor Primitives in Robotics,Probabilistic Movement Primitives,0.068,3545,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,8,Policy Search for Motor Primitives in Robotics,Model-Based Relative Entropy Stochastic Search,0.056,3545,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2005-2008,9,Greedy Layer-Wise Training of Deep Networks,Natural Image Denoising with Convolutional Networks,0.175,3048,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,9,Greedy Layer-Wise Training of Deep Networks,Deep Spatio-Temporal Architectures and Learning for Protein Structure Prediction,0.134,3048,"model, data, learning, models, figure, two, image, distribution, images, one",4
2005-2008,10,Structured ranking learning using cumulative distribution networks,Exponential Family Graph Matching and Ranking,0.061,3502,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,11,Structured ranking learning using cumulative distribution networks,Exponential Family Graph Matching and Ranking,0.359,3502,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,12,Searching for objects driven by context,Learning Generative Models with Visual Attention,2.463,4717,"training, learning, network, networks, neural, using, set, data, model, layer",4
2005-2008,13,High-Dimensional Graphical Model Selection Using ,Learning Networks of Stochastic Differential Equations,3.181,3138,"model, data, learning, models, figure, two, image, distribution, images, one",4
2011-2014,0,A Neural Autoregressive Topic Model,An Autoencoder Approach to Learning Bilingual Word Representations,1.679,4613,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,1,Deep Neural Networks for Object Detection,Deep Joint Task Learning for Generic Object Extraction,0.242,5207,"training, learning, network, networks, neural, using, set, data, model, layer",4
2002-2005,2,Maximum Margin Clustering,Q-Clustering,4.161,2602,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,2,Maximum Margin Clustering,Which Space Partitioning Tree to Use for Search?,0.156,2602,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2008-2011,3,Double Q-learning,Speedy Q-Learning,0.397,3964,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,3,Double Q-learning,Learning values across many orders of magnitude,1.936,3964,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,4,Consistency of weighted majority votes,"Data Programming: Creating Large Training Sets, Quickly",3.458,5253,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,5,Consistency of weighted majority votes,"Data Programming: Creating Large Training Sets, Quickly",0.077,5253,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2011-2014,6,A Geometric take on Metric Learning,Similarity Component Analysis,0.161,4539,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,7,Learning feed-forward one-shot learners,Combining Low-Density Separators with CNNs,2.965,6068,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2011-2014,8,Exploiting easy data in online optimization,The Pareto Regret Frontier for Bandits,0.343,5436,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,8,Exploiting easy data in online optimization,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,0.097,5436,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,8,Exploiting easy data in online optimization,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,0.08,5436,"training, learning, network, networks, neural, using, set, data, model, layer",4
2014-2017,9,Exploiting easy data in online optimization,The Pareto Regret Frontier for Bandits,2.055,5436,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2014-2017,9,Exploiting easy data in online optimization,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities,1.087,5436,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2014-2017,9,Exploiting easy data in online optimization,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning,0.803,5436,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2002-2005,10,Analysis of a greedy active learning strategy,Active Learning for Anomaly and Rare-Category Detection,0.468,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Query by Committee Made Real,282.819,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Coarse sample complexity bounds for active learning,10.027,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Noisy Generalized Binary Search,0.474,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Multi-View Active Learning in the Non-Realizable Case,1.09,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Near-Optimal Bayesian Active Learning with Noisy Observations,0.2,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Extensions of Generalized Binary Search to Group Identification and Exponential Costs,0.344,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Adaptive Submodular Maximization in Bandit Setting,0.418,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Auditing: Active Learning with Outcome-Dependent Query Costs,0.374,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Beyond Disagreement-Based Agnostic Active Learning,1.507,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Budgeted stream-based active learning via adaptive submodular maximization,0.426,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2002-2005,10,Analysis of a greedy active learning strategy,Active Nearest-Neighbor Learning in Metric Spaces,0.526,2636,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2008-2011,11,Structured sparse coding via lateral inhibition,Learning the Dependency Structure of Latent Factors,0.069,4271,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2008-2011,11,Structured sparse coding via lateral inhibition,Extracting regions of interest from biological images with convolutional sparse block coding,0.057,4271,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,12,Structured sparse coding via lateral inhibition,Learning the Dependency Structure of Latent Factors,337.8,4271,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,12,Structured sparse coding via lateral inhibition,Extracting regions of interest from biological images with convolutional sparse block coding,7.1,4271,"training, learning, network, networks, neural, using, set, data, model, layer",4
1999-2002,13,Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,397,2234,"data, set, one, training, model, problem, function, figure, two, linear",5
2002-2005,0,Learning with Multiple Labels,A Conditional Multinomial Mixture Model for Superset Label Learning,0.103,2234,"data, model, distance, latent, kernel, model, data, means, learning, training",7
2014-2017,1,A Universal Catalyst for First-Order Optimization,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters,0.673,5928,"log, algorithm, problem, regret, bound, learning, model, set, probability, theorem",1
2002-2005,2,Approximate Policy Iteration with a Policy Language Bias,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris,0.82,2456,"data, model, distance, latent, kernel, set, feature, using, image, learning",0
2011-2014,3,Optimizing Instructional Policies,Optimal Teaching for Limited-Capacity Human Learners,4.426,4887,"training, learning, network, networks, neural, using, set, data, model, layer",4
2005-2008,4,Phase transitions for high-dimensional joint support recovery,Group Sparse Coding,0.12,3392,"model, data, learning, models, figure, two, image, distribution, images, one",4
2008-2011,5,Phase transitions for high-dimensional joint support recovery,Group Sparse Coding,0.123,3392,"function, set, learning, data, algorithm, problem, functions, graph, one, loss",4
2011-2014,6,Learning word embeddings efficiently with noise-contrastive estimation,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,1.26,5165,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,6,Learning word embeddings efficiently with noise-contrastive estimation,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets,0.323,5165,"training, learning, network, networks, neural, using, set, data, model, layer",4
2011-2014,6,Learning word embeddings efficiently with noise-contrastive estimation,Exponential Family Embeddings,15.364,5165,"training, learning, network, networks, neural, using, set, data, model, layer",4
